shortName;sector;industry;ticker;last_price;range_52_weeks;averageVolume10days;dividendYield;est_avg_dividend_yield_3y;exDividendDate;profitMargins;trailingPE;forwardPE;trailingEps;forwardEps;beta;marketCap;mostRecentQuarter;currency
Grupo Media Capital,SGPS;Communication Services;Entertainment;mcp.ls;1.0;0.73 - 1.39;5;0.118;0.03933333333333333;1657152000;0.23596;N/A;N/A;-0.048;N/A;1.244087;84513200;1656547200;EUR
MEDINCELL S.A.;Healthcare;Biotechnology;medcl.pa;4.800000190734863;4.74 - 11.42;57896;N/A;0.0;N/A;0.0;N/A;3.5294118;-0.842;1.36;1.076301;120468488;1648684800;EUR
MEDISTIM;Healthcare;Medical Devices;medi.ol;245.0;210.41 - 403.08;2824;0.0148;0.01292517006802721;1651104000;0.20650999;47.66537;31.09137;5.14;7.88;0.660832;4469020672;1656547200;NOK
MELEXIS;Technology;Semiconductors;mele.br;76.75;63.05 - 108.85;19841;0.0339;0.034310532030401734;1666051200;0.23014;18.673965;17.848837;4.11;4.3;N/A;3100699904;1656547200;EUR
MELTWATER N.V.;Technology;Software—Application;mwtr.ol;11.050000190734863;10.01 - 46.12;406036;N/A;0.0;N/A;-0.19652;N/A;20.462963;-2.675;0.54;N/A;3272391168;1648684800;NOK
MEMSCAP REGPT;Technology;Semiconductor Equipment & Materials;mems.pa;1.1649999618530273;0.96 - 1.73;8422;N/A;0.0;N/A;-0.05822;N/A;11.65;-0.044;0.1;1.274361;8686904;1656547200;EUR
MERCIALYS;Real Estate;REIT—Retail;mery.pa;8.295000076293945;6.88 - 9.56;206880;0.1095;0.09242515486620699;1651536000;0.24934;18.032608;8.551546;0.46;0.97;1.801797;775630592;1656547200;EUR
MERCK AND CO INC;Healthcare;Drug Manufacturers—General;mrk.pa;90.19999694824219;58.64 - 95.40;393;0.0295;0.028307465850563897;1663113600;0.29;13.8131695;N/A;6.53;N/A;0.324928;228501848064;1656547200;EUR
MERLIN PROPERTIES;Real Estate;REIT—Diversified;mrl.ls;9.524999618530273;7.89 - 10.45;121;0.1201;0.055906738896944363;1659571200;1.5094099;6.952554;N/A;1.37;N/A;1.430463;4459843072;1656547200;EUR
MERSEN;Industrials;Electrical Equipment & Parts;mrn.pa;30.899999618530273;25.75 - 37.04;11842;0.0325;0.02858683961936399;1656979200;0.06425;10.19802;8.679775;3.03;3.56;1.575685;636920064;1656547200;EUR
METABOLIC EXPLORER;Basic Materials;Chemicals;metex.pa;2.553999900817871;1.63 - 7.16;209391;N/A;0.0;N/A;0.49027002;1.2706467;5.9395347;2.01;0.43;1.641911;111573528;1640908800;EUR
METROPOLE TV;Communication Services;Broadcasting;mmt.pa;12.399999618530273;12.09 - 18.36;78395;0.08229999;0.09408602439980941;1651622400;0.18033001;6.3917522;6.5957446;1.94;1.88;1.261589;1565177600;1656547200;EUR
MICHELIN;Consumer Cyclical;Auto Parts;ml.pa;25.040000915527344;23.97 - 37.47;1489628;0.0382;0.02928647390258649;1652745600;0.0775;2.4453127;7.3002915;10.24;3.43;1.086584;17861083136;1640908800;EUR
MICROPOLE;Technology;Information Technology Services;mun.pa;1.2359999418258667;1.04 - 1.40;42760;N/A;0.0;N/A;0.02362;12.36;5.885714;0.1;0.21;0.944654;34635684;1640908800;EUR
MIKO;Consumer Defensive;Packaged Foods;miko.br;98.80000305175781;98.20 - 114.50;158;N/A;0.0;1560211200;0.31761998;29.848944;18.536587;3.31;5.33;0.390728;122709600;1640908800;EUR
MITHRA;Healthcare;Drug Manufacturers—Specialty & Generic;mitra.br;6.849999904632568;5.95 - 22.10;163640;N/A;0.0;N/A;0.0;N/A;3.5309277;-2.691;1.94;1.010406;355129344;1640908800;EUR
MKB Nedsense N.V.;Technology;Software—Application;nedse.as;0.1289999932050705;0.12 - 0.20;24128;N/A;0.0;N/A;0.59615004;N/A;N/A;0.0;N/A;0.689687;12899999;1640822400;EUR
MOLTEN VENTURES PLC;Financial Services;Asset Management;grw.ir;4.900000095367432;4.90 - 12.50;38;N/A;0.0;N/A;0.85621;2.1777778;N/A;2.25;N/A;1.241248;749700032;1648684800;EUR
MONCEY (FIN.) NOM.;Financial Services;Asset Management;monc.pa;5700.0;5,550.00 - 8,161.73;0;0.0046;0.004210526315789474;1654732800;0.0;132.03615;N/A;43.17;N/A;0.378902;1042364672;1625011200;EUR
MONTEA NV;Real Estate;REIT—Industrial;mont.br;91.0999984741211;84.90 - 132.97;9655;0.0317;0.03073545605816228;1653004800;2.42079;6.4564137;21.087961;14.11;4.32;0.341059;1476093312;1648684800;EUR
MOPOLI;Financial Services;Asset Management;mop.br;216.0;216.00 - 374.00;0;N/A;0.0;1006300800;0.0;48.648647;N/A;4.44;N/A;0.034058;20795832;1609372800;EUR
MOPOLI FOND;Financial Services;Asset Management;mopf.br;8100.0;7,800.00 - 8,100.00;0;N/A;0.0;1006300800;0.0;1824.3243;N/A;4.44;N/A;N/A;29459700;N/A;EUR
MOREFIELD GROUP N.V.;Industrials;Staffing & Employment Services;more.as;0.3499999940395355;0.25 - 0.37;13897;N/A;0.0;1545609600;0.0;11.666667;N/A;0.03;N/A;0.427152;6843830;1640908800;EUR
MOTA ENGIL;Industrials;Engineering & Construction;egl.ls;1.2100000381469727;1.07 - 1.41;380029;0.0429;0.014256197897660501;1653955200;0.00835;15.125001;6.05;0.08;0.2;1.587511;363827648;1640908800;EUR
MOTORK PLC;Technology;Software—Application;mtrk.as;2.6600000858306885;2.52 - 7.10;4794;N/A;0.0;N/A;-0.90009004;N/A;N/A;-0.788;N/A;N/A;107780008;1656547200;EUR
MOURY CONSTRUCT;Industrials;Engineering & Construction;mour.br;272.0;262.00 - 355.54;28;0.0307;0.03290441176470588;1655251200;0.09646;8.237432;N/A;33.02;N/A;0.395458;107119312;1640908800;EUR
MOWI;Consumer Defensive;Farm Products;mowi.ol;210.60000610351562;198.50 - 266.62;720049;0.026199998;0.017837922876508195;1653004800;0.107370004;24.041096;14.665739;8.76;14.36;0.666035;108903579648;1648684800;NOK
MPC CONTAINER SHIPS;Industrials;Marine Shipping;mpcc.ol;21.670000076293945;14.70 - 30.36;4934929;0.0729;0.08527918751701498;1655942400;0.68575996;2.4485874;2.3102345;8.85;9.38;1.932355;9614979072;1656547200;NOK
MULTICONSULT;Industrials;Engineering & Construction;multi.ol;135.0;122.00 - 190.58;8483;0.0438;0.03950617283950617;1649376000;0.066939995;13.705584;12.616822;9.85;10.7;1.457899;3702415616;1656547200;NOK
MYHOTELMATCH;Real Estate;REIT—Office;mhm.pa;0.023800000548362732;0.02 - 0.04;826614;N/A;0.0;1212624000;0.0;0.595;N/A;0.04;N/A;0.640964;4789869;1640908800;EUR
NACON;Communication Services;Electronic Gaming & Multimedia;nacon.pa;4.974999904632568;4.32 - 6.30;31365;N/A;0.0;N/A;0.06389;41.458332;9.754902;0.12;0.51;0.453462;429056928;1648684800;EUR
NEW AMSTERDAM INVEST N.V. ORDIN;Financial Services;Shell Companies;nai.as;10.399999618530273;8.86 - 11.00;2659;N/A;0.0;N/A;0.0;N/A;N/A;N/A;N/A;N/A;52598624;N/A;EUR
NANOBIOTIX;Healthcare;Biotechnology;nano.pa;4.275000095367432;3.14 - 380.50;166248;N/A;0.0;N/A;0.0;N/A;-2.7403848;-1.355;-1.56;2.252128;149094480;1640908800;EUR
NAPATECH;Technology;Communication Equipment;napa.ol;12.800000190734863;7.71 - 1,130.00;76043;N/A;0.0;N/A;0.059159998;80.0;32.0;0.16;0.4;1.0421;1062584320;1656547200;NOK
NAVAMEDIC;Healthcare;Medical Distribution;nava.ol;32.900001525878906;20.80 - 35.00;59590;N/A;0.0;1271116800;0.012669999;71.52174;16.871796;0.46;1.95;0.71665;537773568;1648684800;NOK
NAVYA;Consumer Cyclical;Auto Manufacturers;navya.pa;0.3109999895095825;0.30 - 2.82;1146117;N/A;0.0;N/A;-2.36613;N/A;N/A;-0.79;N/A;2.795472;12785178;1640908800;EUR
NEDAP;Technology;Information Technology Services;nedap.as;57.20000076293945;52.42 - 66.80;2414;0.053600002;0.06993006899733552;1649894400;0.08663999;19.656357;15.172414;2.91;3.77;0.809366;371027808;1656547200;EUR
NEKKAR;Industrials;Specialty Industrial Machinery;nkr.ol;8.289999961853027;7.27 - 11.54;63821;N/A;0.16083634975497627;1568937600;0.22964;8.048544;N/A;1.03;N/A;0.735099;885156480;1640908800;NOK
NEL;Industrials;Specialty Industrial Machinery;nel.ol;15.154999732971191;10.50 - 20.44;6328414;N/A;0.0;N/A;-1.17012;N/A;-54.125;-0.683;-0.28;0.852412;23685597184;1656547200;NOK
NEOEN;Utilities;Utilities—Renewable;neoen.pa;42.88999938964844;26.05 - 45.22;63720;0.0023999999;0.00077718194935154;1654041600;0.03946;389.9091;62.15942;0.11;0.69;0.786031;4593733632;1656547200;EUR
NEPI ROCKCASTLE S.A.;Real Estate;Real Estate—Diversified;nrp.as;5.650000095367432;1.49 - 6.25;122;0.096499994;1.079282754643937;1647475200;0.43631;14.487181;N/A;0.39;N/A;0.867521;3494270720;1640908800;EUR
NEURONES;Technology;Information Technology Services;nro.pa;36.900001525878906;29.38 - 39.95;2494;0.026199998;0.0289069545408714;1654646400;0.065019995;23.653849;18.730965;1.56;1.97;0.409649;893884096;1640908800;EUR
New Sources Energy N.V.;Utilities;Utilities—Renewable;nse.as;0.04500000178813934;0.04 - 0.08;5222;N/A;0.0;N/A;0.0;N/A;N/A;-0.001;N/A;0.095902;2743672;1609372800;EUR
NEXANS;Industrials;Electrical Equipment & Parts;nex.pa;95.1500015258789;68.11 - 100.60;66103;0.0128;0.008057453014944498;1652659200;0.03508;25.997267;16.237202;3.66;5.86;1.916272;4126122752;1656547200;EUR
NEXITY;Real Estate;Real Estate—Diversified;nxi.pa;23.15999984741211;21.96 - 41.52;76583;0.1078;0.09355210194048293;1653264000;0.02355;15.337749;6.523944;1.51;3.55;1.20719;1281245952;1656547200;EUR
NEXT BIOMETRICS GROUP;Technology;Scientific & Technical Instruments;next.ol;4.315000057220459;3.64 - 9.28;163508;N/A;0.0;N/A;-1.26161;N/A;-17.26;-0.626;-0.25;1.450331;395602656;1656547200;NOK
NEXTENSA;Real Estate;REIT—Diversified;nexta.br;59.79999923706055;51.10 - 80.21;1213;0.0416;0.07246376904044818;1652918400;0.42719;5.339286;8.885587;11.2;6.73;0.837748;594238592;1656547200;EUR
NEXTSTAGE;Financial Services;Asset Management;nexts.pa;104.0;83.00 - 105.00;289;N/A;0.0;N/A;0.83677;8.538588;N/A;12.18;N/A;0.252128;215616960;1640908800;EUR
NHOA;Industrials;Specialty Industrial Machinery;nhoa.pa;13.300000190734863;9.23 - 22.00;3834;N/A;0.0;N/A;-0.19414;N/A;-40.30303;-1.931;-0.33;1.795175;339598208;1656547200;EUR
NICOX;Healthcare;Biotechnology;cox.pa;1.9800000190734863;1.59 - 3.84;58943;N/A;0.0;N/A;0.0;N/A;-6.0;-1.167;-0.33;1.428571;85581736;1640908800;EUR
NN GROUP;Financial Services;Insurance—Diversified;nn.as;39.91999816894531;33.64 - 50.08;1230929;0.0638;0.06028724391422613;1660521600;0.22347;4.599078;7.736434;8.68;5.16;0.997634;11324984320;1656547200;EUR
NOKIA;Technology;Communication Equipment;nokia.pa;4.927499771118164;4.09 - 5.71;78864;0.0162;0.0094706583123954;1658707200;0.07324;16.991379;N/A;0.29;N/A;0.614001;27686684672;1656547200;EUR
NORBIT;Technology;Scientific & Technical Instruments;norbt.ol;28.899999618530273;23.00 - 37.85;110083;0.0107;0.013840830632521034;1651708800;0.07753;21.729322;11.422925;1.33;2.53;0.759757;1690754048;1656547200;NOK
NORDIC NANOVECTOR;Healthcare;Biotechnology;nanov.ol;2.177999973297119;1.31 - 30.52;1619463;N/A;0.0;N/A;0.0;N/A;-0.7117647;-4.377;-3.06;1.869914;252724224;1648684800;NOK
NORDIC SEMICONDUCTOR;Technology;Semiconductors;nod.ol;149.9499969482422;136.05 - 319.40;535840;N/A;0.0;1308268800;0.15242;29.116505;17.829964;5.15;8.41;1.576158;28634902528;1656547200;NOK
NORSK HYDRO;Basic Materials;Aluminum;nhy.ol;68.9800033569336;51.64 - 91.90;4009143;0.0506;0.02778583028981559;1652227200;0.12927;5.6264277;9.840228;12.26;7.01;1.42999;141615939584;1656547200;NOK
NORSKE SKOG;Basic Materials;Paper & Paper Products;nskog.ol;71.1500015258789;31.20 - 78.85;319029;N/A;0.029280861400622412;1598832000;0.10395;5.2664695;9.813793;13.51;7.25;0.560194;6706933760;1656547200;NOK
NORTHERN DRILLING;Energy;Oil & Gas Drilling;nodl.ol;30.399999618530273;9.00 - 43.90;6789;N/A;0.0;N/A;0.0;N/A;-112.59259;-6.678;-0.27;2.276253;490443200;1640908800;NOK
NORTHERN OCEAN LTD.;Energy;Oil & Gas Drilling;nol.ol;12.460000038146973;5.91 - 16.90;164748;N/A;0.0;N/A;-0.32202;N/A;7.7875;-1.902;1.6;2.618512;1568826112;1648684800;NOK
NORWAY ROYAL SALMON;Consumer Defensive;Food Distribution;nrs.ol;250.0;143.60 - 276.50;14266;N/A;0.008597754666666667;1622160000;0.06649;26.968716;14.029181;9.27;17.82;-0.115421;10843674624;1648684800;NOK
NORWEGIAN AIR SHUTTLE;Industrials;Airlines;nas.ol;9.729999542236328;8.06 - 13.70;3893624;N/A;0.0;N/A;0.30108;0.32541806;-121.625;29.9;-0.08;0.992431;9046914048;1648684800;NOK
NORWEGIAN ENERGY COMPANY;Energy;Oil & Gas E&P;nor.ol;359.5;132.00 - 483.50;69485;N/A;0.0;N/A;-0.15477;47.054974;4.4284306;7.64;81.18;0.691579;9130041344;1656547200;NOK
NOS, SGPS, SA;Communication Services;Telecom Services;nos.ls;3.74399995803833;2.99 - 4.07;395824;0.074200004;0.07425213758433326;1651708800;0.10414;12.077419;13.866666;0.31;0.27;0.666508;1917351040;1656547200;EUR
Novabase, SGPS - Nom.;Technology;Information Technology Services;nba.ls;4.550000190734863;4.14 - 5.10;2575;0.0929;0.06813186527579736;1658707200;0.063930005;18.2;56.875004;0.25;0.08;0.39262;138197616;1656547200;EUR
NR 21;Consumer Cyclical;Apparel Retail;nr21.pa;194.0;117.00 - 269.55;36;N/A;0.0;N/A;0.0;N/A;N/A;N/A;N/A;N/A;14281892;N/A;EUR
NRC GROUP;Industrials;Railroads;nrc.ol;20.600000381469727;16.06 - 25.70;79076;N/A;0.0;1524182400;0.0051700003;46.818184;8.691984;0.44;2.37;0.780037;1495207680;1656547200;NOK
NRJ GROUP;Communication Services;Broadcasting;nrg.pa;6.480000019073486;5.10 - 6.72;5122;0.0326;0.021604938208012115;1655164800;0.08941;14.086956;14.400001;0.46;0.45;0.4456;501294784;1656547200;EUR
NSI N.V.;Real Estate;REIT—Office;nsi.as;30.850000381469727;29.50 - 37.44;10985;0.0692;0.06938542323711167;1658102400;1.3519299;5.3006873;14.086758;5.82;2.19;0.78666;611021248;1656547200;EUR
NTS;Consumer Defensive;Farm Products;nts.ol;119.5;84.40 - 132.00;100;N/A;0.005578800557880056;1620777600;0.18818001;15.703022;11.359315;7.61;10.52;0.244087;15023181824;1648684800;NOK
NX FILTRATION N.V.;Utilities;Utilities—Regulated Water;nxfil.as;9.680000305175781;8.93 - 15.46;10617;N/A;0.0;N/A;0.0;N/A;N/A;-0.263;N/A;N/A;484000000;1640908800;EUR
NYKODE THERAPEUTICS ASA;Healthcare;Biotechnology;nykd.ol;36.400001525878906;26.42 - 85.30;414469;N/A;0.0;N/A;-0.27229;N/A;728.0;-0.333;0.05;1.646094;10558512128;1648684800;NOK
NYRSTAR;Basic Materials;Other Industrial Metals & Mining;nyr.br;0.2150000035762787;0.19 - 0.44;84178;N/A;0.0;1376006400;0.0;N/A;0.352459;-0.009;0.61;6.441343;23622696;1640908800;EUR
NYXOAH SA;Healthcare;Medical Instruments & Supplies;nyxh.br;9.029999732971191;7.57 - 27.45;4391;N/A;0.0;N/A;0.0;N/A;-5.16;-1.16;-1.75;N/A;233301776;1656547200;EUR
OCEANTEAM;Industrials;Marine Shipping;ots.ol;2.5999999046325684;1.94 - 5.68;67692;N/A;0.0;N/A;-0.40473;N/A;N/A;-0.673;N/A;1.543992;88949376;1640908800;NOK
OCI N.V.;Basic Materials;Specialty Chemicals;oci.as;39.0;18.12 - 39.10;347421;0.1895;0.012393162393162393;1666742400;0.13585;6.8421054;10.684931;5.7;3.65;1.276253;8186061312;1656547200;EUR
ODFJELL DRILLING;Energy;Oil & Gas Drilling;odl.ol;26.149999618530273;16.50 - 28.30;235721;N/A;0.0;1395100800;0.16879;6.4408865;-59.431816;4.06;-0.44;2.396877;6191875584;1648684800;NOK
ODFJELL SER. A;Industrials;Marine Shipping;odf.ol;70.4000015258789;25.92 - 72.00;26376;0.0506;0.005823863510134794;1660867200;0.02647;17.913486;23.466667;3.93;3.0;0.396404;5540958720;1656547200;NOK
ODFJELL SER. B;Industrials;Marine Shipping;odfb.ol;67.5;26.29 - 69.50;15854;0.0514;0.006074074074074075;1660867200;0.02647;17.175571;N/A;3.93;N/A;0.396404;5388005376;1656547200;NOK
ODFJELL TECHNOLOGY LTD;Energy;Oil & Gas Drilling;otl.ol;26.895000457763672;18.10 - 30.00;47891;N/A;0.0;N/A;0.06191;1.1054255;N/A;24.33;N/A;N/A;1061341248;1648684800;NOK
OENEO;Consumer Defensive;Beverages—Wineries & Distilleries;sbt.pa;16.450000762939453;12.02 - 16.80;4470;0.0121;0.004052684715788062;1633392000;0.11395001;28.859652;22.22973;0.57;0.74;0.553453;1056284160;1648684800;EUR
OKEA;Energy;Oil & Gas E&P;okea.ol;52.0;14.01 - 61.40;384074;0.0853;0.0057692307692307696;1662076800;0.114630006;8.21485;3.211859;6.33;16.19;1.672982;5401240064;1656547200;NOK
OKEANIS ECO TANKERS;Industrials;Marine Shipping;oet.ol;143.0;67.80 - 147.20;78321;0.0789;0.005850815850815851;1639440000;0.10328;28.31683;4.798658;5.05;29.8;0.192805;4610220032;1656547200;NOK
OL GROUPE;Consumer Cyclical;Leisure;olg.pa;2.9100000858306885;1.88 - 3.26;8307;N/A;0.0;1260316800;-0.67858005;N/A;-7.657895;-1.448;-0.38;0.252601;165107584;1640908800;EUR
OLAV THON EIENDOMSSELSKAP;Real Estate;Real Estate Services;olt.ol;178.5;164.00 - 201.52;8966;0.0357;0.03081232492997199;1653004800;1.23604;3.4077892;11.868351;52.38;15.04;1.087511;18496704512;1656547200;NOK
ONTEX GROUP;Consumer Defensive;Household & Personal Products;ontex.br;6.184999942779541;5.13 - 8.75;126491;N/A;0.12126111672410943;1654041600;-0.11344;N/A;7.929487;-0.765;0.78;0.37701;500775296;1656547200;EUR
ONWARD MEDICAL;Healthcare;Biotechnology;onwd.br;5.0;4.63 - 13.28;3040;N/A;0.0;N/A;0.0;N/A;N/A;-3.62;N/A;N/A;29500000;1640908800;EUR
ORANGE;Communication Services;Telecom Services;ora.pa;10.166000366210938;8.51 - 11.52;5052272;0.067600004;0.05902026149775081;1670198400;0.09825;6.7324505;8.542857;1.51;1.19;N/A;27029055488;1656547200;EUR
ORANGE BELGIUM;Communication Services;Telecom Services;obel.br;19.0;16.94 - 20.00;2494;N/A;0.017543859649122806;1623715200;0.04269;29.23077;17.92453;0.65;1.06;0.395458;1138951168;1656547200;EUR
ORAPI;Basic Materials;Specialty Chemicals;orap.pa;4.769999980926514;4.35 - 7.80;1919;N/A;0.0;1430265600;0.00086000003;159.0;7.453125;0.03;0.64;-0.192526;31087854;1640908800;EUR
ORDINA N.V.;Technology;Information Technology Services;ordi.as;4.105000019073486;3.04 - 5.05;247241;0.0388;0.03987007695644465;1649635200;0.06439;14.660714;11.728572;0.28;0.35;1.208136;382815488;1656547200;EUR
OREGE;Industrials;Waste Management;orege.pa;0.7979999780654907;0.62 - 1.55;26491;N/A;0.0;N/A;-2.03357;N/A;-26.6;-0.091;-0.03;0.809839;40274180;1640908800;EUR
ORKLA;Consumer Defensive;Packaged Foods;ork.ol;83.41999816894531;69.98 - 88.58;988667;0.0354;0.03236633971786788;1650499200;0.09105;16.76;15.722327;5.0;5.33;-0.226111;83513237504;1656547200;NOK
ORPEA;Healthcare;Medical Care Facilities;orp.pa;23.040000915527344;20.49 - 111.10;308929;N/A;0.013020832815931924;1625788800;0.01516;8.067227;6.2102427;2.856;3.71;1.035936;1487946240;1640908800;EUR
OSE IMMUNOTHERAPEUTICS;Healthcare;Biotechnology;ose.pa;7.244999885559082;4.60 - 13.68;17382;N/A;0.0;N/A;-0.64054;N/A;N/A;-1.064;N/A;0.924293;132174880;1640908800;EUR
OTELLO CORPORATION;Communication Services;Advertising Agencies;otec.ol;8.489999771118164;7.29 - 36.40;162193;0.7119;0.0;1660003200;1689.0;N/A;N/A;-1.409;N/A;0.926689;858339008;1640908800;NOK
OVH;Technology;Software—Infrastructure;ovh.pa;13.755000114440918;13.66 - 28.20;50022;N/A;0.0;N/A;-0.07342;N/A;N/A;-0.19;N/A;N/A;2593271296;1646006400;EUR
OXURION;Healthcare;Biotechnology;oxur.br;0.20000000298023224;0.20 - 2.59;222545;N/A;0.0;N/A;0.0;N/A;-0.25974026;-0.732;-0.77;0.888835;7658400;1640908800;EUR
PANORO ENERGY;Energy;Oil & Gas E&P;pen.ol;30.479999542236328;18.74 - 35.64;511551;N/A;0.0;N/A;0.35181;N/A;-609.6;-0.663;-0.05;2.579779;3455944192;1648684800;NOK
PARAGON ID;Technology;Semiconductors;pid.pa;22.200000762939453;21.70 - 33.60;777;N/A;0.0;N/A;-0.05449;N/A;N/A;-3.998;N/A;1.7609;43906052;1640908800;EUR
PAREF;Real Estate;REIT—Diversified;par.pa;64.0;46.80 - 67.00;307;0.0746;0.0328125;1653350400;0.73620003;11.657559;N/A;5.49;N/A;N/A;96518400;1656547200;EUR
PARETO BANK;Financial Services;Banks—Regional;parb.ol;49.54999923706055;46.00 - 66.80;47780;0.066199996;0.05247225106020486;1648771200;0.60133;8.27212;6.9592695;5.99;7.12;0.940105;3461151488;1656547200;NOK
PARROT;Technology;Communication Equipment;parro.pa;4.159999847412109;3.15 - 5.79;1887;N/A;0.0;N/A;-0.21886998;N/A;-18.086956;-0.632;-0.23;0.803545;125527992;1656547200;EUR
PASSAT;Consumer Cyclical;Specialty Retail;psat.pa;4.510000228881836;4.24 - 6.78;836;N/A;0.0;1498089600;0.01915;15.498282;N/A;0.291;N/A;1.085769;17830466;1640908800;EUR
PATRIMOINE ET COMM;Real Estate;REIT—Retail;pat.pa;17.75;15.10 - 19.50;171;0.0718;0.053521126760563385;1655769600;0.70282996;14.2;7.7850876;1.25;2.28;0.537134;266363600;1640908800;EUR
PAYTON PLANAR MAGNETICS;Technology;Electronic Components;pay.br;8.449999809265137;6.95 - 9.00;595;N/A;0.01656804771125495;1623715200;0.19700001;18.133047;N/A;0.466;N/A;0.574988;149318256;1648684800;EUR
PB HOLDING N.V.;Consumer Cyclical;Auto & Truck Dealerships;pbh.as;2.9100000858306885;2.85 - 18.30;1831;N/A;0.0;1647907200;0.0;N/A;N/A;N/A;N/A;1.275035;N/A;1640908800;EUR
PCAS;Basic Materials;Chemicals;pca.pa;7.880000114440918;6.54 - 14.00;438;N/A;0.0;1499040000;-0.21645;N/A;8.659341;-1.05;0.91;0.549113;108284600;1640908800;EUR
PCI BIOTECH HOLDING;Healthcare;Biotechnology;pcib.ol;2.7149999141693115;2.52 - 26.78;342838;N/A;0.0;N/A;0.0;N/A;-0.9297945;-1.937;-2.92;1.856732;101341176;1648684800;NOK
PEGASUS EUROPE ORDINARY SHARES;Financial Services;Shell Companies;pace.as;9.600000381469727;9.55 - 10.22;10012;N/A;0.0;N/A;0.0;N/A;N/A;N/A;N/A;N/A;696000000;1656547200;EUR
PEGASUS EUROPE UNITS;Financial Services;Shell Companies;paceu.as;9.800000190734863;9.60 - 10.10;25;N/A;0.0;N/A;0.0;N/A;N/A;N/A;N/A;N/A;N/A;1656547200;EUR
PERMANENT TSB GROUP HOLDINGS PL;Financial Services;Banks—Regional;il0a.ir;1.5950000286102295;1.17 - 1.85;82934;N/A;0.0;1222819200;-0.12987;N/A;N/A;-0.38;N/A;1.386679;725238528;1656547200;EUR
PERNOD RICARD;Consumer Defensive;Beverages—Wineries & Distilleries;ri.pa;190.4499969482422;166.60 - 217.20;248411;0.0175;0.013511858096971655;1657065600;0.17646;189.88036;N/A;1.003;N/A;0.481073;49470717952;1640908800;EUR
PERRIER (GERARD);Industrials;Electrical Equipment & Parts;perr.pa;93.80000305175781;75.60 - 109.50;343;0.0228;0.011016346478828485;1654646400;0.06428;30.209341;32.68293;3.105;2.87;1.026353;341677760;1640908800;EUR
PERSHING SQUARE HOLDING;Financial Services;Asset Management;psh.as;31.450000762939453;27.90 - 41.39;48757;0.016;0.010598833871130836;1660780800;0.74937;2.1589894;N/A;14.567;N/A;1.03977;6262355456;1640908800;USD
PETROLIA;Energy;Oil & Gas Equipment & Services;pse.ol;5.420000076293945;4.30 - 10.50;29595;N/A;0.0;N/A;-0.0234;N/A;N/A;-0.202;N/A;0.809774;320505216;1640908800;NOK
PETRONOR E&P ASA;Energy;Oil & Gas E&P;pnor.ol;0.8999999761581421;0.76 - 1.25;2251980;N/A;0.0;N/A;0.15989;45.0;N/A;0.02;N/A;0.627423;1194290944;1648684800;NOK
PEUGEOT INVEST;Financial Services;Asset Management;peug.pa;90.0;82.70 - 134.20;3569;0.026700001;0.0;1652832000;0.71154;16.63586;N/A;5.41;N/A;1.669381;2231783936;1640908800;EUR
PEXIP HOLDING;Technology;Software—Application;pexip.ol;11.430000305175781;10.62 - 88.40;1201863;N/A;0.0;N/A;-0.19511;N/A;-3.527778;-0.95;-3.24;0.63438;1183336448;1648684800;NOK
PGS;Energy;Oil & Gas Equipment & Services;pgs.ol;7.929999828338623;1.26 - 8.78;14246904;N/A;0.0;1431648000;-0.19139999;N/A;-8.811111;-5.26;-0.9;3.335888;3177281280;1656547200;NOK
PHARMING GROUP;Healthcare;Biotechnology;pharm.as;1.1890000104904175;0.66 - 1.20;10752249;N/A;0.0;N/A;0.05415;24.770834;N/A;0.048;0.0;1.476281;759559360;1648684800;EUR
PHarol, SGPS, SA;Communication Services;Telecom Services;phr.ls;0.07699999958276749;0.07 - 0.10;501215;N/A;0.0;1465257600;0.0;N/A;N/A;-0.017;N/A;N/A;63270128;1656547200;EUR
KON.PHILIPS N.V.;Healthcare;Medical Devices;phia.as;17.892000198364258;17.71 - 42.01;3082106;0.0422;0.047507265290423456;1652313600;0.17192;13.805555;9.671351;1.296;1.85;0.884523;15731254272;1656547200;EUR
PHOTOCURE;Healthcare;Drug Manufacturers—Specialty & Generic;pho.ol;93.69999694824219;84.80 - 127.30;45649;N/A;0.0;1369267200;-0.19225;N/A;203.69565;-0.842;0.46;0.846669;2526142464;1648684800;NOK
PICANOL;Industrials;Specialty Industrial Machinery;pic.br;74.5999984741211;59.00 - 77.00;1341;0.0028;0.0008936550674299744;1652832000;0.05861;24.064516;N/A;3.1;N/A;0.509822;1320419968;1640908800;EUR
PIERRE VACANCES;Consumer Cyclical;Lodging;vac.pa;1.7200000286102295;1.11 - 10.18;48825;N/A;0.0;1332115200;-0.11178;N/A;N/A;-44.51;N/A;2.231911;16839248;1648684800;EUR
PLAST.VAL LOIRE;Consumer Cyclical;Auto Parts;pvl.pa;4.034999847412109;3.60 - 7.34;4562;0.038;0.004130524732821493;1649203200;-0.01441;N/A;4.585227;-0.73;0.88;2.335888;89133952;1648684800;EUR
PLASTIC OMNIUM;Consumer Cyclical;Auto Parts;pom.pa;18.399999618530273;14.19 - 26.78;112729;0.0154;0.02663043533471222;1651104000;0.01199;N/A;6.153846;-1.724;2.99;2.128893;2669122304;1656547200;EUR
